,KEY_CODE,CITY_NAME,AZA_CODE,AZA_NAME,総数（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,出向・派遣従業者のみ,総数（Ａ～Ｓ全産業）,男（Ａ～Ｓ全産業）,女（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,男Ａ～Ｒ全産業（Ｓ公務を除く）,女Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,民営事業所数,うち個人,うち法人,うち会社,会社以外の法人,民営従業者数,うち個人,うち法人,うち会社,会社以外の法人
6228,262100000000235.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6229,262100000000236.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6230,262100000000237.0,八幡市,23700023700.0,美濃山宮ノ背,3,3,-,3,3,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,2,-,-,-,30,10,20,30,10,20,-,30,30,-,-,-,-,-,-,15,-,2,13,-,-,-,-,-,-,-,2,-,28,-,-,3,1,2,2,-,30,15,15,15,-
6231,262100000000238.0,八幡市,23800023800.0,美濃山宮道,5,5,-,5,5,-,-,-,-,-,1,-,-,-,-,2,1,-,1,-,-,-,3,1,1,-,-,-,23,11,12,23,11,12,-,23,23,-,-,-,-,-,6,-,-,-,-,12,2,-,3,-,-,-,7,6,10,-,-,5,4,1,1,-,23,17,6,6,-
6232,262100000000239.0,八幡市,23900023900.0,美濃山御幸谷,1,1,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6,5,1,6,5,1,-,6,6,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,1,-,1,1,-,6,-,6,6,-
6233,262100000000240.0,八幡市,24000024000.0,八幡安居塚,10,10,-,10,10,-,-,-,-,-,1,4,-,-,2,1,-,1,1,-,-,-,10,-,-,-,-,-,20,9,11,20,9,11,-,20,20,-,-,-,-,-,2,6,-,-,4,4,-,2,2,-,-,-,20,-,-,-,-,10,5,5,5,-,20,11,9,9,-
6234,262100000000241.0,八幡市,24100024100.0,八幡池ノ首,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,6,1,5,6,1,5,-,6,6,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6,-,-,-,1,1,-,-,-,6,6,-,-,-
6235,262100000000242.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6236,262100000000243.0,八幡市,24300024300.0,八幡一ノ坪,38,38,-,38,38,-,-,-,-,-,-,20,-,-,-,8,6,-,-,-,4,-,14,5,10,4,5,-,812,278,534,812,278,534,-,812,812,-,-,-,-,-,-,484,-,-,-,113,108,-,-,-,107,-,40,35,139,95,503,38,9,29,29,-,812,32,780,780,-
6237,262100000000244.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6238,262100000000245.0,八幡市,24500024500.0,八幡今田,10,10,-,10,10,-,-,4,-,-,-,4,-,1,-,-,1,-,-,-,-,-,9,1,-,-,-,-,27,16,11,27,16,11,-,27,27,-,-,11,-,-,-,14,-,1,-,-,1,-,-,-,-,-,21,6,-,-,-,10,8,2,2,-,27,20,7,7,-
6239,262100000000246.0,八幡市,24600024600.0,八幡植松,4,3,-,4,3,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,1,1,1,-,1,1,-,106,95,11,32,22,10,-,106,32,-,-,-,-,-,-,29,-,3,-,-,-,-,-,-,-,74,3,8,-,21,74,3,1,2,2,-,32,8,24,24,-
6240,262100000000247.0,八幡市,24700024700.0,八幡大芝,3,3,-,3,3,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,33,29,4,33,29,4,-,33,33,-,2,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,31,3,1,2,2,-,33,1,32,32,-
6241,262100000000248.0,八幡市,24800024800.0,八幡大谷,6,6,-,6,6,-,-,1,-,-,-,-,-,3,-,-,1,-,-,-,1,-,6,-,-,-,-,-,15,10,5,15,10,5,-,15,15,-,-,4,-,-,-,-,-,7,-,-,3,-,-,-,1,-,15,-,-,-,-,6,3,3,1,2,15,8,7,3,4
6242,262100000000249.0,八幡市,24900024900.0,八幡長田,5,5,-,5,5,-,1,-,-,-,-,1,-,2,-,-,-,-,-,-,1,-,4,1,-,-,-,-,14,8,6,14,8,6,-,14,14,-,5,-,-,-,-,1,-,5,-,-,-,-,-,-,3,-,9,5,-,-,-,5,3,2,1,1,14,7,7,4,3
6243,262100000000250.0,八幡市,25000025000.0,八幡女郎花,6,6,1,5,5,-,1,-,-,-,-,1,-,1,-,1,1,-,-,-,-,-,2,1,1,2,-,-,64,32,32,64,32,32,12,52,52,-,6,-,-,-,-,2,-,1,-,20,23,-,-,-,-,-,3,6,12,43,-,6,2,4,3,1,64,3,61,38,23
6244,262100000000251.0,八幡市,25100025100.0,八幡垣内山,11,11,1,10,10,-,-,-,-,-,-,1,-,5,1,-,2,-,-,-,1,-,11,-,-,-,-,-,23,13,10,23,13,10,4,19,19,-,-,-,-,-,-,2,-,10,3,-,3,-,-,-,1,-,23,-,-,-,-,11,8,3,3,-,23,15,8,8,-
6245,262100000000252.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6246,262100000000253.0,八幡市,25300025300.0,八幡柿ケ谷,13,13,-,13,13,-,-,-,-,-,-,2,-,1,-,8,-,1,1,-,-,-,6,4,3,-,-,-,80,46,34,80,46,34,-,80,80,-,-,-,-,-,-,23,-,2,-,27,-,19,9,-,-,-,12,26,42,-,-,13,7,6,5,1,80,17,63,54,9
6247,262100000000254.0,八幡市,25400025400.0,八幡柿木垣内,7,7,-,7,7,-,-,-,-,-,-,1,-,-,-,3,1,1,1,-,-,-,3,1,1,1,1,-,87,42,45,87,42,45,-,87,87,-,-,-,-,-,-,2,-,-,-,34,1,40,10,-,-,-,7,5,10,25,40,6,3,3,2,1,47,11,36,26,10
6248,262100000000255.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6249,262100000000256.0,八幡市,25600025600.0,八幡神原,9,9,-,9,9,-,2,1,-,-,-,3,-,-,-,-,-,-,1,-,2,-,8,-,-,-,1,-,62,21,41,62,21,41,-,62,62,-,4,41,-,-,-,9,-,-,-,-,-,-,4,-,4,-,21,-,-,-,41,9,3,6,4,2,62,9,53,49,4
6250,262100000000257.0,八幡市,25700025700.0,八幡河原崎,3,3,-,3,3,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,1,-,-,-,-,15,8,7,15,8,7,-,15,15,-,4,9,-,-,-,-,-,2,-,-,-,-,-,-,-,-,6,9,-,-,-,3,-,3,3,-,15,-,15,15,-
6251,262100000000258.0,八幡市,25800025800.0,八幡岸本,7,7,-,7,7,-,-,1,-,-,-,4,-,-,-,1,-,1,-,-,-,-,6,-,1,-,-,-,23,16,7,23,16,7,-,23,23,-,-,11,-,-,-,8,-,-,-,1,-,3,-,-,-,-,12,-,11,-,-,6,5,1,1,-,20,9,11,11,-
6252,262100000000259.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6253,262100000000260.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6254,262100000000261.0,八幡市,26100026100.0,八幡沓田,6,6,-,6,6,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,2,3,-,1,-,-,46,18,28,46,18,28,-,46,46,-,-,-,-,-,-,6,23,2,5,2,8,-,-,-,-,-,4,19,-,23,-,6,1,5,5,-,46,2,44,44,-
6255,262100000000262.0,八幡市,26200026200.0,八幡久保田,22,22,-,22,22,-,1,4,-,-,-,10,-,-,-,-,-,-,-,-,7,-,11,4,5,1,1,-,194,122,72,194,122,72,-,194,194,-,4,23,-,-,-,114,-,-,-,-,-,-,-,-,53,-,28,30,71,25,40,22,12,10,9,1,194,71,123,122,1
6256,262100000000263.0,八幡市,26300026300.0,八幡源氏垣外,45,45,-,45,45,-,1,-,-,-,-,19,1,2,-,5,11,1,3,-,2,-,27,8,4,2,4,-,425,162,263,425,162,263,-,425,425,-,3,-,-,-,-,185,8,19,-,43,133,1,17,-,16,-,68,54,50,44,209,45,17,28,27,1,425,42,383,374,9
6257,262100000000264.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6258,262100000000265.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6259,262100000000266.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6260,262100000000267.0,八幡市,26700026700.0,八幡小西,1,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,2,1,1,2,1,1,-,2,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,1,-,1,1,-,2,-,2,2,-
6261,262100000000268.0,八幡市,26800026800.0,八幡小松,13,13,-,13,13,-,2,-,-,-,-,1,-,-,-,1,3,1,5,-,-,-,8,1,1,2,1,-,121,46,75,121,46,75,-,121,121,-,12,-,-,-,-,2,-,-,-,1,3,33,70,-,-,-,15,8,19,46,33,10,5,5,3,2,60,8,52,13,39
6262,262100000000269.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6263,262100000000270.0,八幡市,27000027000.0,八幡御幸谷,8,8,-,8,8,-,-,1,-,-,-,4,-,1,-,1,1,-,-,-,-,-,3,1,1,2,1,-,118,83,35,118,83,35,-,118,118,-,-,10,-,-,-,32,-,22,-,4,50,-,-,-,-,-,6,6,10,46,50,8,2,6,6,-,118,46,72,72,-
6264,262100000000271.0,八幡市,27100027100.0,八幡五反田,17,16,-,17,16,-,1,-,-,-,1,6,-,1,-,1,1,1,3,1,-,1,4,3,3,3,4,-,746,427,319,650,344,306,-,746,650,-,19,-,-,-,73,60,-,2,-,29,6,3,271,187,-,96,12,19,43,76,596,16,4,12,10,2,650,23,627,367,260
6265,262100000000272.0,八幡市,27200027200.0,八幡御馬所,6,6,-,6,6,-,2,-,-,-,-,2,-,-,-,-,-,1,-,-,1,-,2,2,2,-,-,-,36,19,17,36,19,17,-,36,36,-,8,-,-,-,-,16,-,-,-,-,-,1,-,-,11,-,4,10,22,-,-,6,3,3,2,1,36,9,27,16,11
6266,262100000000273.0,八幡市,27300027300.0,八幡盛戸,7,7,-,7,7,-,-,3,-,-,-,3,-,-,-,-,-,-,-,-,1,-,2,-,1,1,3,-,183,94,89,183,94,89,-,183,183,-,-,99,-,-,-,64,-,-,-,-,-,-,-,-,20,-,7,-,18,20,138,7,1,6,6,-,183,3,180,180,-
6267,262100000000274.0,八幡市,27400027400.0,八幡砂田,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,5,2,3,5,2,3,-,5,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,1,-,1,1,-,5,-,5,5,-
6268,262100000000275.0,八幡市,27500027500.0,八幡沢,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,1,-,-,1,-,53,45,8,53,45,8,-,53,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,4,5,-,-,44,1,-,1,1,-,5,-,5,5,-
6269,262100000000276.0,八幡市,27600027600.0,八幡三反長,17,17,-,17,17,-,2,1,-,-,1,8,-,-,-,1,-,-,2,-,2,-,11,5,-,-,1,-,97,49,48,97,49,48,-,97,97,-,11,5,-,-,3,33,-,-,-,1,-,-,40,-,4,-,20,38,-,-,39,15,8,7,7,-,57,21,36,36,-
6270,262100000000277.0,八幡市,27700027700.0,八幡三ノ甲,5,5,-,5,5,-,2,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,-,2,-,-,-,30,19,11,30,19,11,-,30,30,-,6,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,9,-,21,-,-,5,2,3,3,-,30,7,23,23,-
6271,262100000000278.0,八幡市,27800027800.0,八幡三本橋,40,40,-,40,40,-,1,-,-,-,1,11,2,4,2,5,3,2,8,-,1,-,28,9,2,1,-,-,160,85,75,160,85,75,-,160,160,-,1,-,-,-,1,32,24,21,3,9,9,18,34,-,8,-,57,61,21,21,-,40,25,15,13,2,160,84,76,47,29
6272,262100000000279.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6273,262100000000280.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6274,262100000000281.0,八幡市,28100028100.0,八幡科手,11,11,-,11,11,-,2,1,-,-,-,1,-,5,-,-,2,-,-,-,-,-,10,1,-,-,-,-,25,13,12,25,13,12,-,25,25,-,4,2,-,-,-,4,-,6,-,-,9,-,-,-,-,-,20,5,-,-,-,11,9,2,1,1,25,19,6,1,5
6275,262100000000282.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6276,262100000000283.0,八幡市,28300028300.0,八幡清水井,29,29,-,29,29,-,3,1,-,-,-,6,-,3,-,2,2,-,7,1,4,-,21,5,1,1,1,-,174,72,102,174,72,102,-,174,174,-,9,4,-,-,-,21,-,8,-,17,4,-,97,4,10,-,52,36,14,26,46,29,9,20,10,10,174,25,149,44,105
6277,262100000000284.0,八幡市,28400028400.0,八幡菖蒲池,7,7,-,7,7,-,-,-,-,-,-,1,-,1,-,-,-,3,2,-,-,-,3,2,1,-,1,-,70,18,52,70,18,52,-,70,70,-,-,-,-,-,-,1,-,1,-,-,-,61,7,-,-,-,4,10,18,-,38,2,2,-,-,-,2,2,-,-,-
6278,262100000000285.0,八幡市,28500028500.0,八幡軸,26,26,-,26,26,-,5,1,-,-,-,6,-,-,2,2,3,1,2,-,4,-,11,7,3,4,1,-,270,187,83,270,187,83,-,270,270,-,73,3,-,-,-,59,-,-,3,8,5,5,16,-,98,-,22,44,38,93,73,23,9,14,13,1,249,47,202,201,1
6279,262100000000286.0,八幡市,28600028600.0,八幡城ノ内,9,9,-,9,9,-,1,-,-,-,-,2,-,1,-,-,2,1,1,-,1,-,7,1,-,1,-,-,41,13,28,41,13,28,-,41,41,-,4,-,-,-,-,10,-,2,-,-,2,1,21,-,1,-,12,8,-,21,-,9,6,3,1,2,41,11,30,8,22
6280,262100000000287.0,八幡市,28700028700.0,八幡水珀,6,6,-,6,6,-,1,-,-,-,-,3,-,-,-,2,-,-,-,-,-,-,-,1,2,3,-,-,106,73,33,106,73,33,-,106,106,-,8,-,-,-,-,50,-,-,-,48,-,-,-,-,-,-,-,8,26,72,-,6,-,6,6,-,106,-,106,106,-
6281,262100000000288.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6282,262100000000289.0,八幡市,28900028900.0,八幡千束,6,6,-,6,6,-,-,1,-,-,-,3,-,-,-,1,-,-,1,-,-,-,5,-,1,-,-,-,27,13,14,27,13,14,-,27,27,-,-,4,-,-,-,20,-,-,-,1,-,-,2,-,-,-,11,-,16,-,-,6,4,2,2,-,27,7,20,20,-
6283,262100000000290.0,八幡市,29000029000.0,八幡双栗,12,12,-,12,12,-,1,-,-,-,1,7,-,1,-,-,1,-,-,-,1,-,6,4,2,-,-,-,58,44,14,58,44,14,-,58,58,-,13,-,-,-,1,37,-,5,-,-,1,-,-,-,1,-,13,22,23,-,-,12,3,9,9,-,58,4,54,54,-
6284,262100000000291.0,八幡市,29100029100.0,八幡園内,26,20,-,26,20,-,5,2,-,-,-,1,1,1,-,-,1,2,3,-,4,6,17,3,-,1,5,-,698,382,316,258,148,110,-,698,258,-,20,6,-,-,-,21,1,1,-,-,1,8,127,-,73,440,36,24,-,21,617,17,7,7,7,-,66,18,42,42,-
6285,262100000000292.0,八幡市,29200029200.0,八幡高畑,8,8,-,8,8,-,1,-,1,-,-,3,-,-,-,-,-,-,1,-,2,-,2,3,2,-,1,-,86,63,23,86,63,23,-,86,86,-,10,-,34,-,-,11,-,-,-,-,-,-,8,-,23,-,3,22,27,-,34,7,2,5,4,1,52,10,42,25,17
6286,262100000000293.0,八幡市,29300029300.0,八幡高坊,27,26,-,27,26,-,-,-,-,-,-,5,1,2,-,9,6,-,-,-,3,1,17,4,3,2,1,-,173,97,76,160,86,74,-,173,160,-,-,-,-,-,-,40,11,3,-,33,9,-,-,-,64,13,28,25,34,46,40,26,17,9,6,3,160,35,125,74,51
6287,262100000000294.0,八幡市,29400029400.0,八幡旦所,9,9,-,9,9,-,1,-,-,-,-,2,-,-,1,-,-,-,1,1,3,-,7,2,-,-,-,-,28,15,13,28,15,13,-,28,28,-,2,-,-,-,-,6,-,-,1,-,-,-,7,5,7,-,16,12,-,-,-,9,3,6,3,3,28,10,18,11,7
6288,262100000000295.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6289,262100000000296.0,八幡市,29600029600.0,八幡月夜田,17,17,-,17,17,-,1,1,-,-,-,4,-,4,-,-,1,1,3,-,2,-,8,5,2,-,2,-,152,70,82,152,70,82,-,152,152,-,2,7,-,-,-,60,-,23,-,-,3,3,41,-,13,-,25,31,29,-,67,17,8,9,8,1,152,36,116,112,4
6290,262100000000297.0,八幡市,29700029700.0,八幡東林,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,1,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,1,1,-,1,-,1
6291,262100000000298.0,八幡市,29800029800.0,八幡土井,23,23,-,23,23,-,3,2,-,-,1,1,1,5,2,-,4,1,1,-,2,-,16,1,4,1,1,-,164,85,79,164,85,79,-,164,164,-,30,4,-,-,47,10,28,9,4,-,11,5,13,-,3,-,33,5,51,28,47,23,12,11,9,2,164,36,128,125,3
6292,262100000000299.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6293,262100000000300.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6294,262100000000301.0,八幡市,30100030100.0,八幡中ノ山,5,5,-,5,5,-,-,-,-,-,-,1,-,-,-,3,1,-,-,-,-,-,2,-,-,1,2,-,106,52,54,106,52,54,-,106,106,-,-,-,-,-,-,21,-,-,-,84,1,-,-,-,-,-,2,-,-,21,83,5,1,4,4,-,106,1,105,105,-
6295,262100000000302.0,八幡市,30200030200.0,八幡長谷,2,2,-,2,2,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,1,-,-,-,-,9,4,5,9,4,5,-,9,9,-,-,-,-,-,-,-,-,3,-,-,-,-,6,-,-,-,3,6,-,-,-,2,2,-,-,-,9,9,-,-,-
6296,262100000000303.0,八幡市,30300030300.0,八幡長町,7,7,-,7,7,-,2,3,-,-,-,1,-,-,-,-,1,-,-,-,-,-,3,4,-,-,-,-,31,12,19,31,12,19,-,31,31,-,4,20,-,-,-,1,-,-,-,-,6,-,-,-,-,-,5,26,-,-,-,7,4,3,3,-,31,11,20,20,-
6297,262100000000304.0,八幡市,30400030400.0,八幡名残,3,3,-,3,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,24,5,19,24,5,19,-,24,24,-,3,17,-,-,-,4,-,-,-,-,-,-,-,-,-,-,7,-,17,-,-,3,2,1,1,-,24,7,17,17,-
6298,262100000000305.0,八幡市,30500030500.0,八幡西島,2,2,-,2,2,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,3,1,2,3,1,2,-,3,3,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,3,-,-,-,-,2,-,2,2,-,3,-,3,3,-
6299,262100000000306.0,八幡市,30600030600.0,八幡西高坊,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,2,1,1,2,1,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,1,-,1,-,1,2,-,2,-,2
6300,262100000000307.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6301,262100000000308.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6302,262100000000309.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6303,262100000000310.0,八幡市,31000031000.0,八幡馬場,14,14,-,14,14,-,2,2,-,-,1,2,-,-,1,-,2,1,-,-,3,-,12,2,-,-,-,-,43,24,19,43,24,19,-,43,43,-,13,11,-,-,4,4,-,-,2,-,2,1,-,-,6,-,26,17,-,-,-,14,8,6,3,3,43,16,27,21,6
6304,262100000000311.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6305,262100000000312.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6306,262100000000314.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
