,KEY_CODE,CITY_NAME,AZA_CODE,AZA_NAME,総数（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,出向・派遣従業者のみ,総数（Ａ～Ｓ全産業）,男（Ａ～Ｓ全産業）,女（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,男Ａ～Ｒ全産業（Ｓ公務を除く）,女Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,民営事業所数,うち個人,うち法人,うち会社,会社以外の法人,民営従業者数,うち個人,うち法人,うち会社,会社以外の法人
1011,261030000000001.0,京都市左京区,100000100.0,秋築町,6,6,-,6,6,-,-,3,-,-,-,1,-,-,-,-,1,-,1,-,-,-,5,-,-,-,1,-,150,81,69,150,81,69,-,150,150,-,-,7,-,-,-,2,-,-,-,-,1,-,140,-,-,-,10,-,-,-,140,6,3,3,3,-,150,5,145,145,-
1012,261030000000002.0,京都市左京区,200000200.0,粟田口鳥居町,18,18,-,18,18,-,1,-,-,-,-,-,-,2,2,9,-,-,-,-,4,-,9,3,2,3,1,-,190,86,104,190,86,104,-,190,190,-,2,-,-,-,-,-,-,2,8,132,-,-,-,-,46,-,21,22,24,68,55,18,4,13,11,2,190,11,172,143,29
1013,261030000000003.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1014,261030000000004.0,京都市左京区,400000400.0,粟田口山下町,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,4,1,3,4,1,3,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,-,-,-,-,1,-,1,-,1,4,-,4,-,4
1015,261030000000005.0,京都市左京区,500000500.0,石原町,15,15,-,15,15,-,-,2,-,-,-,2,-,2,1,1,2,-,3,1,1,-,10,4,-,1,-,-,69,22,47,69,22,47,-,69,69,-,-,29,-,-,-,4,-,5,2,1,4,-,16,5,3,-,23,24,-,22,-,15,9,6,5,1,69,21,48,45,3
1016,261030000000006.0,京都市左京区,600000600.0,一乗寺青城町,13,13,-,13,13,-,3,1,-,-,1,1,-,2,-,1,2,1,1,-,-,-,11,2,-,-,-,-,37,18,19,37,18,19,-,37,37,-,6,3,-,-,3,1,-,3,-,3,8,1,9,-,-,-,21,16,-,-,-,13,8,5,5,-,37,23,14,14,-
1017,261030000000007.0,京都市左京区,700000700.0,一乗寺赤ノ宮町,17,17,-,17,17,-,2,-,-,-,-,1,-,1,-,9,3,-,1,-,-,-,11,3,2,1,-,-,90,48,42,90,48,42,-,90,90,-,4,-,-,-,-,3,-,2,-,69,6,-,6,-,-,-,24,19,22,25,-,17,10,7,7,-,90,34,56,56,-
1018,261030000000008.0,京都市左京区,800000800.0,一乗寺庵野町,4,4,-,4,4,-,2,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,4,-,-,-,-,-,8,6,2,8,6,2,-,8,8,-,5,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,8,-,-,-,-,4,1,3,3,-,8,3,5,5,-
1019,261030000000009.0,京都市左京区,900000900.0,一乗寺稲荷町,5,5,-,5,5,-,-,-,-,-,1,1,-,2,-,1,-,-,-,-,-,-,3,1,-,-,1,-,117,106,11,117,106,11,-,117,117,-,-,-,-,-,101,9,-,3,-,4,-,-,-,-,-,-,7,9,-,-,101,5,1,4,4,-,117,4,113,113,-
1020,261030000000010.0,京都市左京区,1000001000.0,一乗寺梅ノ木町,16,16,-,16,16,-,1,1,-,-,-,4,-,-,-,2,3,1,3,-,1,-,9,1,6,-,-,-,109,39,70,109,39,70,-,109,109,-,2,1,-,-,-,18,-,-,-,23,17,14,32,-,2,-,13,8,88,-,-,16,5,11,8,3,109,33,76,46,30
1021,261030000000011.0,京都市左京区,1100001100.0,一乗寺大谷,1,1,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,1,1,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,1,-,1,-,1,1,-
1022,261030000000012.0,京都市左京区,1200001200.0,一乗寺大原田町,10,10,-,10,10,-,3,1,-,-,-,-,-,1,-,4,1,-,-,-,-,-,6,1,1,1,1,-,97,76,21,97,76,21,-,97,97,-,38,39,-,-,-,-,-,8,-,8,4,-,-,-,-,-,16,8,10,24,39,10,5,5,5,-,97,12,85,85,-
1023,261030000000013.0,京都市左京区,1300001300.0,一乗寺河原田町,14,14,-,14,14,-,1,-,-,-,-,3,-,2,-,4,1,-,2,-,1,-,11,-,2,1,-,-,73,50,23,73,50,23,-,73,73,-,2,-,-,-,-,17,-,6,-,8,1,-,17,-,22,-,24,-,27,22,-,14,5,9,8,1,73,7,66,63,3
1024,261030000000014.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1025,261030000000015.0,京都市左京区,1500001500.0,一乗寺北大丸町,22,22,-,22,22,-,3,1,-,-,-,5,-,2,1,2,2,-,4,-,2,-,13,4,2,2,1,-,182,99,76,182,99,76,-,182,182,-,13,4,-,-,-,93,-,6,1,6,16,-,40,-,3,-,34,26,33,51,38,22,13,9,9,-,182,61,121,121,-
1026,261030000000016.0,京都市左京区,1600001600.0,一乗寺木ノ本町,15,15,-,15,15,-,1,1,-,1,-,3,-,3,-,2,1,1,2,-,-,-,5,4,3,3,-,-,131,77,54,131,77,54,-,131,131,-,8,10,-,22,-,43,-,9,-,24,1,1,13,-,-,-,8,26,32,65,-,15,5,10,9,1,131,13,118,111,7
1027,261030000000017.0,京都市左京区,1700001700.0,一乗寺小谷町,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,-,-,-,-,8,5,3,8,5,3,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,1,7,-,-,-,2,-,2,-,2,8,-,8,-,8
1028,261030000000018.0,京都市左京区,1800001800.0,一乗寺御祭田町,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,2,-,94,25,69,94,25,69,-,94,94,-,-,-,-,-,-,-,-,-,-,-,-,47,47,-,-,-,-,-,-,-,94,1,-,1,-,1,47,-,47,-,47
1029,261030000000019.0,京都市左京区,1900001900.0,一乗寺才形町,12,12,-,12,12,-,1,1,-,-,-,-,1,4,1,2,-,-,1,-,1,-,11,1,-,-,-,-,25,15,10,25,15,10,-,25,25,-,3,1,-,-,-,-,1,14,1,2,-,-,1,-,2,-,16,9,-,-,-,12,9,3,2,1,25,12,13,11,2
1030,261030000000020.0,京都市左京区,2000002000.0,一乗寺下リ松町,9,9,-,9,9,-,1,1,-,-,-,2,1,-,-,2,1,-,1,-,-,-,3,5,1,-,-,-,49,12,37,49,12,37,-,49,49,-,1,6,-,-,-,13,2,-,-,14,3,-,10,-,-,-,6,33,10,-,-,9,3,6,6,-,49,22,27,27,-
1031,261030000000021.0,京都市左京区,2100002100.0,一乗寺里ノ西町,25,25,-,25,25,-,2,1,-,-,-,11,1,1,-,5,1,1,2,-,-,-,15,6,3,-,1,-,140,65,75,140,65,75,-,140,140,-,4,7,-,-,-,34,14,8,-,26,2,34,11,-,-,-,30,40,36,-,34,24,16,8,6,2,106,52,54,43,11
1032,261030000000022.0,京都市左京区,2200002200.0,一乗寺里ノ前町,17,17,-,17,17,-,-,-,-,-,-,5,-,2,1,2,3,1,1,-,2,-,13,1,3,-,-,-,78,38,40,78,38,40,-,78,78,-,-,-,-,-,-,28,-,3,1,6,14,10,13,-,3,-,27,9,42,-,-,17,9,6,6,-,78,29,46,46,-
1033,261030000000023.0,京都市左京区,2300002300.0,一乗寺清水町,13,13,-,13,13,-,1,1,-,-,-,-,-,4,-,2,2,1,1,-,1,-,6,6,-,1,-,-,85,53,32,85,53,32,-,85,85,-,7,4,-,-,-,-,-,8,-,16,10,26,7,-,7,-,14,45,-,26,-,13,2,11,10,1,85,3,82,75,7
1034,261030000000024.0,京都市左京区,2400002400.0,一乗寺釈迦堂町,4,4,-,4,4,-,1,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,4,-,-,-,-,-,8,6,2,8,6,2,-,8,8,-,1,4,-,-,-,-,-,1,-,-,2,-,-,-,-,-,8,-,-,-,-,4,1,3,2,1,8,2,6,5,1
1035,261030000000025.0,京都市左京区,2500002500.0,一乗寺地蔵本町,29,29,-,29,29,-,4,2,-,-,-,6,-,5,-,2,3,2,5,-,-,-,11,11,7,-,-,-,180,107,73,180,107,73,-,180,180,-,22,8,-,-,-,54,-,24,-,12,6,14,40,-,-,-,20,77,83,-,-,29,12,17,16,1,180,59,121,112,9
1036,261030000000026.0,京都市左京区,2600002600.0,一乗寺染殿町,11,11,-,11,11,-,-,-,-,-,-,6,-,-,-,1,1,-,1,-,2,-,5,4,2,-,-,-,63,40,23,63,40,23,-,63,63,-,-,-,-,-,-,43,-,-,-,3,2,-,8,-,7,-,13,26,24,-,-,11,3,8,8,-,63,15,48,48,-
1037,261030000000027.0,京都市左京区,2700002700.0,一乗寺高槻町,23,23,-,23,23,-,1,-,-,-,-,8,-,3,1,5,2,2,-,-,1,-,11,6,4,-,2,-,269,126,143,269,126,143,-,269,269,-,5,-,-,-,-,86,-,3,2,45,117,10,-,-,1,-,20,39,49,-,161,23,10,13,13,-,269,25,244,244,-
1038,261030000000028.0,京都市左京区,2800002800.0,一乗寺竹ノ内町,4,4,1,3,3,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,1,2,-,1,-,62,31,31,62,31,31,16,46,46,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,11,-,-,5,27,-,30,4,-,4,2,2,62,-,62,21,41
1039,261030000000029.0,京都市左京区,2900002900.0,一乗寺谷田町,9,9,-,9,9,-,-,-,-,-,-,2,-,1,-,3,1,1,1,-,-,-,5,2,2,-,-,-,52,23,29,52,23,29,-,52,52,-,-,-,-,-,-,9,-,1,-,33,2,2,5,-,-,-,11,11,30,-,-,9,5,4,4,-,52,26,26,26,-
1040,261030000000030.0,京都市左京区,3000003000.0,一乗寺大新開町,13,13,-,13,13,-,1,-,-,-,-,3,-,-,-,3,2,-,2,-,2,-,9,1,2,1,-,-,83,47,36,83,47,36,-,83,83,-,2,-,-,-,-,10,-,-,-,33,8,-,24,-,6,-,23,6,31,23,-,13,7,6,6,-,83,29,54,54,-
1041,261030000000031.0,京都市左京区,3100003100.0,一乗寺塚本町,11,11,-,11,11,-,1,1,-,-,-,3,-,-,2,1,2,-,1,-,-,-,5,2,3,-,1,-,205,86,119,205,86,119,-,205,205,-,2,14,-,-,-,165,-,-,2,5,6,-,11,-,-,-,6,10,40,-,149,11,4,7,6,1,205,8,197,186,11
1042,261030000000032.0,京都市左京区,3200003200.0,一乗寺築田町,26,26,-,26,26,-,-,-,-,2,1,5,-,1,1,11,2,1,2,-,-,-,15,3,6,-,2,-,250,145,105,250,145,105,-,250,250,-,-,-,-,19,64,42,-,2,1,90,3,10,19,-,-,-,31,27,86,-,106,26,10,16,15,1,250,25,225,207,18
1043,261030000000033.0,京都市左京区,3300003300.0,一乗寺出口町,18,18,-,18,18,-,-,2,-,-,-,4,-,1,-,4,2,1,4,-,-,-,12,4,2,-,-,-,76,33,43,76,33,43,-,76,76,-,-,5,-,-,-,13,-,1,-,27,6,5,19,-,-,-,26,24,26,-,-,18,10,8,7,1,76,35,41,40,1
1044,261030000000034.0,京都市左京区,3400003400.0,一乗寺燈籠本町,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1,1,-,-,-,-,9,2,7,9,2,7,-,9,9,-,-,-,-,-,-,-,-,-,-,2,-,-,7,-,-,-,2,7,-,-,-,2,-,2,-,2,9,-,9,-,9
1045,261030000000035.0,京都市左京区,3500003500.0,一乗寺堂ノ前町,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,12,7,5,12,7,5,-,12,12,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12,-,-,1,-,1,1,-,12,-,12,12,-
1046,261030000000036.0,京都市左京区,3600003600.0,一乗寺中ノ田町,13,13,-,13,13,-,3,1,-,-,-,-,-,2,1,2,2,1,1,-,-,-,9,2,1,-,1,-,136,76,60,136,76,60,-,136,136,-,16,2,-,-,-,-,-,2,1,103,4,1,7,-,-,-,18,15,18,-,85,13,8,5,5,-,136,17,119,119,-
1047,261030000000037.0,京都市左京区,3700003700.0,一乗寺西浦畑町,8,8,-,8,8,-,1,-,-,-,1,1,-,2,-,-,2,-,1,-,-,-,6,2,-,-,-,-,25,13,12,25,13,12,-,25,25,-,2,-,-,-,2,1,-,2,-,-,9,-,9,-,-,-,9,16,-,-,-,8,7,1,1,-,25,18,7,7,-
1048,261030000000038.0,京都市左京区,3800003800.0,一乗寺西杉ノ宮町,18,18,-,18,18,-,2,-,-,-,-,4,-,-,-,7,4,-,1,-,-,-,12,2,4,-,-,-,85,58,27,85,58,27,-,85,85,-,23,-,-,-,-,5,-,-,-,24,29,-,4,-,-,-,23,13,49,-,-,18,12,6,5,1,85,38,47,45,2
1049,261030000000039.0,京都市左京区,3900003900.0,一乗寺西閉川原町,12,12,-,12,12,-,1,-,-,-,-,-,-,2,1,6,1,-,1,-,-,-,9,2,1,-,-,-,47,23,24,47,23,24,-,47,47,-,3,-,-,-,-,-,-,4,5,29,2,-,4,-,-,-,21,11,15,-,-,12,9,3,3,-,47,35,12,12,-
1050,261030000000040.0,京都市左京区,4000004000.0,一乗寺西水干町,14,14,-,14,14,-,1,1,-,-,-,6,-,2,-,2,-,-,1,-,1,-,6,5,-,1,2,-,267,151,116,267,151,116,-,267,267,-,7,9,-,-,-,65,-,7,-,14,-,-,139,-,26,-,11,35,-,26,195,14,4,10,9,1,267,18,249,110,139
1051,261030000000041.0,京都市左京区,4100004100.0,一乗寺野田町,13,13,-,13,13,-,-,-,-,1,-,5,-,-,2,3,1,-,1,-,-,-,10,1,1,1,-,-,68,36,32,68,36,32,-,68,68,-,-,-,-,1,-,37,-,-,5,20,2,-,3,-,-,-,21,9,18,20,-,13,5,8,8,-,68,9,59,59,-
1052,261030000000042.0,京都市左京区,4200004200.0,一乗寺花ノ木町,12,12,-,12,12,-,3,-,-,-,-,3,-,1,-,2,1,-,1,1,-,-,6,2,4,-,-,-,77,37,40,77,37,40,-,77,77,-,19,-,-,-,-,29,-,1,-,18,1,-,4,5,-,-,12,12,53,-,-,12,5,7,6,1,77,23,54,42,12
1053,261030000000043.0,京都市左京区,4300004300.0,一乗寺葉山町,5,5,-,5,5,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,2,-,4,1,-,-,-,-,11,5,6,11,5,6,-,11,11,-,-,6,-,-,-,-,-,-,1,2,-,-,-,-,2,-,5,6,-,-,-,5,2,3,1,2,11,7,4,2,2
1054,261030000000044.0,京都市左京区,4400004400.0,一乗寺払殿町,47,47,-,47,47,-,4,-,-,-,-,15,-,6,-,14,5,1,2,-,-,-,36,6,4,1,-,-,193,99,94,193,99,94,-,193,193,-,18,-,-,-,-,59,-,15,-,77,10,1,13,-,-,-,74,40,51,28,-,47,33,14,14,-,193,80,113,113,-
1055,261030000000045.0,京都市左京区,4500004500.0,一乗寺馬場町,1,1,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,1,1,2,1,1,-,2,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,1,-,1,2,-,2,-,2
1056,261030000000046.0,京都市左京区,4600004600.0,一乗寺東浦町,8,8,-,8,8,-,2,1,-,-,-,1,-,2,-,-,1,-,-,-,1,-,7,-,1,-,-,-,41,18,23,41,18,23,-,41,41,-,7,4,-,-,-,4,-,4,-,-,19,-,-,-,3,-,22,-,19,-,-,8,2,6,4,2,41,4,37,31,6
1057,261030000000047.0,京都市左京区,4700004700.0,一乗寺東杉ノ宮町,13,13,-,13,13,-,1,1,-,-,1,1,1,1,-,5,1,-,1,-,-,-,9,1,2,-,1,-,155,96,59,155,96,59,-,155,155,-,2,3,-,-,104,1,2,2,-,34,4,-,3,-,-,-,21,7,23,-,104,13,8,5,5,-,155,27,128,128,-
1058,261030000000048.0,京都市左京区,4800004800.0,一乗寺東閉川原町,6,6,-,6,6,-,2,-,-,-,-,-,-,2,1,-,-,-,1,-,-,-,4,2,-,-,-,-,18,9,9,18,9,9,-,18,18,-,6,-,-,-,-,-,-,6,2,-,-,-,4,-,-,-,8,10,-,-,-,6,4,2,2,-,18,11,7,7,-
1059,261030000000049.0,京都市左京区,4900004900.0,一乗寺東水干町,4,4,-,4,4,-,-,-,-,-,-,1,-,-,1,1,-,-,1,-,-,-,4,-,-,-,-,-,7,3,4,7,3,4,-,7,7,-,-,-,-,-,-,2,-,-,1,2,-,-,2,-,-,-,7,-,-,-,-,4,2,2,2,-,7,4,3,3,-
1060,261030000000050.0,京都市左京区,5000005000.0,一乗寺樋ノ口町,15,15,-,15,15,-,1,-,-,-,-,6,-,1,1,3,3,-,-,-,-,-,7,5,3,-,-,-,92,38,54,92,38,54,-,92,92,-,3,-,-,-,-,50,-,1,5,8,25,-,-,-,-,-,17,30,45,-,-,15,8,7,7,-,92,28,64,64,-
1061,261030000000051.0,京都市左京区,5100005100.0,一乗寺堀ノ内町,2,2,-,2,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,5,3,2,5,3,2,-,5,5,-,2,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,5,-,-,-,-,2,1,1,1,-,5,2,3,3,-
1062,261030000000052.0,京都市左京区,5200005200.0,一乗寺松田町,7,7,-,7,7,-,1,1,-,-,-,2,-,-,1,-,-,1,-,-,1,-,7,-,-,-,-,-,13,7,6,13,7,6,-,13,13,-,2,2,-,-,-,4,-,-,1,-,-,1,-,-,3,-,13,-,-,-,-,7,6,1,1,-,13,10,3,3,-
1063,261030000000053.0,京都市左京区,5300005300.0,一乗寺松原町,14,14,-,14,14,-,1,-,-,-,-,2,-,2,1,2,-,1,1,-,4,-,10,4,-,-,-,-,44,27,17,44,27,17,-,44,44,-,1,-,-,-,-,4,-,4,1,4,-,9,1,-,20,-,16,28,-,-,-,14,9,5,3,2,44,21,23,10,13
1064,261030000000054.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1065,261030000000055.0,京都市左京区,5500005500.0,一乗寺南大丸町,20,20,-,20,20,-,1,-,-,-,-,8,-,2,-,2,6,-,1,-,-,-,14,4,-,1,1,-,157,41,116,157,41,116,-,157,157,-,3,-,-,-,-,42,-,5,-,3,99,-,5,-,-,-,32,25,-,23,77,20,12,8,7,1,157,31,126,121,5
1066,261030000000056.0,京都市左京区,5600005600.0,一乗寺宮ノ東町,36,36,-,36,36,-,3,2,-,-,1,9,1,1,2,7,3,1,5,-,1,-,17,11,5,1,2,-,430,309,121,430,309,121,-,430,430,-,12,10,-,-,172,86,18,1,9,25,49,1,40,-,7,-,39,74,74,27,216,36,20,16,13,3,430,89,341,295,46
1067,261030000000057.0,京都市左京区,5700005700.0,一乗寺向畑町,13,13,-,13,13,-,1,2,-,-,-,5,-,2,-,1,1,-,1,-,-,-,3,2,6,1,1,-,261,94,167,261,94,167,-,261,261,-,1,152,-,-,-,53,-,10,-,15,19,-,11,-,-,-,7,15,82,21,136,13,4,9,9,-,261,22,239,239,-
1068,261030000000058.0,京都市左京区,5800005800.0,一乗寺門口町,4,4,-,4,4,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,2,-,3,1,-,-,-,-,12,6,6,12,6,6,-,12,12,-,-,-,-,-,-,1,-,3,-,-,-,-,-,-,8,-,6,6,-,-,-,4,1,3,1,2,12,1,11,3,8
1069,261030000000059.0,京都市左京区,5900005900.0,一乗寺薬師堂町,8,8,-,8,8,-,-,1,-,-,-,-,-,5,-,-,-,-,1,-,1,-,7,-,1,-,-,-,35,14,21,35,14,21,-,35,35,-,-,4,-,-,-,-,-,13,-,-,-,-,14,-,4,-,21,-,14,-,-,8,1,7,5,2,35,1,34,16,18
1070,261030000000060.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1071,261030000000061.0,京都市左京区,6100006100.0,岩倉上蔵町,25,25,-,25,25,-,-,-,-,-,-,4,-,3,-,1,-,1,12,-,4,-,8,6,2,2,6,1,1306,576,730,1306,576,730,-,1306,1306,-,-,-,-,-,-,25,-,18,-,7,-,-,1244,-,12,-,19,42,24,54,1167,24,2,22,7,15,1306,9,1297,43,1254
1072,261030000000062.0,京都市左京区,6200006200.0,岩倉大鷺町,27,27,-,27,27,-,1,-,-,-,2,2,-,2,5,4,1,4,1,-,5,-,9,7,3,2,5,1,400,218,182,400,218,182,-,400,400,-,7,-,-,-,12,9,-,6,21,54,20,178,1,-,92,-,21,47,35,45,252,26,3,22,16,6,390,5,385,168,217
1073,261030000000063.0,京都市左京区,6300006300.0,岩倉北池田町,9,9,-,9,9,-,-,1,-,-,-,2,-,1,-,-,-,-,3,1,1,-,3,5,1,-,-,-,44,16,28,44,16,28,-,44,44,-,-,5,-,-,-,7,-,1,-,-,-,-,25,5,1,-,4,29,11,-,-,9,2,7,5,2,44,9,35,17,18
1074,261030000000064.0,京都市左京区,6400006400.0,岩倉木野町,12,12,-,12,12,-,1,-,-,-,-,2,-,3,1,3,-,1,-,-,1,-,4,4,1,-,3,-,380,197,183,380,197,183,-,380,380,-,2,-,-,-,-,36,-,14,4,61,-,253,-,-,10,-,14,30,10,-,326,12,3,9,8,1,380,10,370,117,253
1075,261030000000065.0,京都市左京区,6500006500.0,岩倉下在地町,12,12,-,12,12,-,1,-,-,-,-,2,-,1,-,2,1,3,1,-,1,-,6,-,5,-,1,-,144,61,83,144,61,83,-,144,144,-,4,-,-,-,-,36,-,2,-,4,15,78,3,-,2,-,15,-,76,-,53,11,7,4,3,1,91,53,38,36,2
1076,261030000000066.0,京都市左京区,6600006600.0,岩倉忠在地町,67,67,-,67,67,-,5,3,-,-,-,16,1,4,-,7,4,7,16,1,3,-,34,17,11,2,3,-,562,188,374,562,188,374,-,562,562,-,27,29,-,-,-,138,21,7,-,30,12,146,133,13,6,-,74,124,146,46,172,63,26,37,24,13,427,88,339,176,163
1077,261030000000067.0,京都市左京区,6700006700.0,岩倉中大鷺町,10,10,-,10,10,-,-,1,-,-,-,6,-,-,-,-,1,-,1,-,1,-,2,2,5,1,-,-,116,68,48,116,68,48,-,116,116,-,-,3,-,-,-,89,-,-,-,-,2,-,15,-,7,-,5,12,74,25,-,10,2,8,6,2,116,14,102,80,22
1078,261030000000068.0,京都市左京区,6800006800.0,岩倉中在地町,7,7,-,7,7,-,2,-,-,-,1,-,-,1,-,-,-,1,2,-,-,-,5,1,-,1,-,-,43,12,31,43,12,31,-,43,43,-,6,-,-,-,1,-,-,2,-,-,-,1,33,-,-,-,10,5,-,28,-,7,1,6,4,2,43,1,42,9,33
1079,261030000000069.0,京都市左京区,6900006900.0,岩倉中町,49,47,-,49,47,-,6,2,-,-,-,18,1,5,3,-,3,2,4,1,2,2,27,16,4,-,2,-,302,139,163,288,127,161,-,302,288,-,28,6,-,-,-,162,11,14,5,-,12,8,21,8,13,14,61,105,51,-,85,47,20,27,25,2,288,71,217,199,18
1080,261030000000070.0,京都市左京区,7000007000.0,岩倉長谷町,50,50,-,50,50,-,6,5,-,-,1,9,-,8,5,-,3,5,5,-,3,-,34,6,7,2,1,-,291,109,181,291,109,181,-,291,291,-,18,14,-,-,1,47,-,29,9,-,26,37,103,-,7,-,71,39,96,47,38,50,16,34,28,6,291,53,238,166,72
1081,261030000000071.0,京都市左京区,7100007100.0,岩倉西河原町,17,17,-,17,17,-,2,2,-,1,-,2,-,3,-,2,1,-,2,-,2,-,11,4,1,1,-,-,81,36,45,81,36,45,-,81,81,-,9,8,-,2,-,29,-,6,-,4,1,-,10,-,12,-,24,21,10,26,-,17,8,9,9,-,81,44,37,37,-
1082,261030000000072.0,京都市左京区,7200007200.0,岩倉西五田町,14,14,-,14,14,-,-,2,-,-,-,5,1,1,1,2,1,-,-,-,1,-,9,1,3,1,-,-,88,48,40,88,48,40,-,88,88,-,-,5,-,-,-,43,12,2,5,4,13,-,-,-,4,-,20,5,43,20,-,14,3,11,10,1,88,8,80,68,12
1083,261030000000073.0,京都市左京区,7300007300.0,岩倉西宮田町,8,8,-,8,8,-,-,2,-,-,-,1,-,2,-,1,-,2,-,-,-,-,5,3,-,-,-,-,32,20,12,32,20,12,-,32,32,-,-,9,-,-,-,2,-,4,-,2,-,15,-,-,-,-,11,21,-,-,-,8,1,7,7,-,32,9,23,23,-
1084,261030000000074.0,京都市左京区,7400007400.0,岩倉幡枝町,80,79,-,80,79,-,14,5,-,-,4,18,1,5,5,7,3,2,7,-,8,1,44,19,10,2,5,-,865,506,359,841,484,357,-,865,841,-,71,16,-,-,121,90,1,6,15,224,14,109,132,-,42,24,88,124,140,47,466,78,21,57,48,9,764,108,656,522,134
1085,261030000000075.0,京都市左京区,7500007500.0,岩倉花園町,49,49,-,49,49,-,6,3,-,2,1,8,-,6,1,6,2,1,3,-,10,-,39,5,2,2,1,-,237,135,102,237,135,102,-,237,237,-,30,45,-,10,1,25,-,10,1,11,19,2,56,-,27,-,84,33,28,43,49,49,18,31,22,9,237,43,194,126,68
