"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1508951833271693314","https://twitter.com/hijichomoku/status/1508951833271693314","最近、インフレが話題になっていますが、庶民の食べ物牛丼の材料で最も値上がりしているものは、なんだと思いますか？

⇩のPollで、クリックしてください！ https://t.co/w5mS8WMV7a","2022-03-29 23:38 +0000","250.0","13.0","0.052","2.0","0.0","2.0","2.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1508643860397842437","https://twitter.com/hijichomoku/status/1508643860397842437","長目の四月の三水会のデータ分析セミナー、内容が決定しました。

今回はツイートデータを分析してみます。データは、な、なんと長目のものを、恥を忍んで利用します。

というわけで、奮ってご参加くださいｗ

https://t.co/6Pwva7vPZC","2022-03-29 03:15 +0000","192.0","8.0","0.041666666666666664","1.0","0.0","1.0","1.0","4.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1508574200701030401","https://twitter.com/hijichomoku/status/1508574200701030401","おはようございます。今日の京都は晴れ。昨日17時時点の気象庁の週間天気によると、今日の最高気温は22度、最低気温は10度のようです。

今日、明日は良い天気が続くようです。明後日が降水確率50％ですね。 #京都 #天気 https://t.co/KAw2X3wiWt","2022-03-28 22:38 +0000","221.0","10.0","0.04524886877828054","1.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1508418254527954949","https://twitter.com/hijichomoku/status/1508418254527954949","@malo21st ご質問ありがとうございます。前年同月比です。
よろしくお願い致します!","2022-03-28 12:18 +0000","41.0","2.0","0.04878048780487805","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1508388930571292675","https://twitter.com/hijichomoku/status/1508388930571292675","2月末115円台だったドル円レートが、本日は124円台に入りました。

日本円の減価に対して、企業が競争力維持のためにとるべき行動とは？

資産管理など気になる方はご一読ください。
https://t.co/Wadw5fZSTL","2022-03-28 10:22 +0000","277.0","3.0","0.010830324909747292","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1508269466907705345","https://twitter.com/hijichomoku/status/1508269466907705345","長目クイズ
うまい、はやい、安いの牛丼。牛丼の材料で前年比の価格がもっとも上昇したものはどれでしょう？

解答は4月1日の11時までできますー

（データ: 2022年2月消費者物価指数）","2022-03-28 02:27 +0000","770.0","56.0","0.07272727272727272","4.0","1.0","1.0","3.0","0.0","0.0","32.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1507994630482104320","https://twitter.com/hijichomoku/status/1507994630482104320","長目ではリモートワークしていただける方を探しています。業務はデータ分析、マーケティングなどです。時給は1500円からとなります。

大学院生で研究や、子供さんを家で見ながらの空き時間に働いていただけます。

お気軽に弊社サイトよりお申し込みください。
https://t.co/3CzP4u9sZB #求人情報","2022-03-27 08:15 +0000","139.0","5.0","0.03597122302158273","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1507932363778850816","https://twitter.com/hijichomoku/status/1507932363778850816","先週の長目クイズリターンズの正解は、日本円の実質実効為替レートの下落は47％でした。正解された方おめでとうございます。投票数は8票でした。

正解とBISの実効為替レートを観察した記事を、長目のブログにまとめました。中国の台頭などもこのデータからも感じられます。
https://t.co/6AKqsR4mIE","2022-03-27 04:07 +0000","171.0","8.0","0.04678362573099415","1.0","0.0","2.0","1.0","1.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1507525338632704002","https://twitter.com/hijichomoku/status/1507525338632704002","今日の15時までです～。

円の減価はどの程度だと思われますか？

投票お待ちしております。 https://t.co/lkSvjyMtsc","2022-03-26 01:10 +0000","160.0","8.0","0.05","1.0","0.0","1.0","1.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1507338093036470274","https://twitter.com/hijichomoku/status/1507338093036470274","金曜日が締め切りだと思ってたら土曜日まででした。クイズの参加よろしくお願いします～ https://t.co/lkSvjyMtsc","2022-03-25 12:46 +0000","53.0","1.0","0.018867924528301886","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
