"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1488041346854453254","https://twitter.com/hijichomoku/status/1488041346854453254","@malo21st maloさんの検索力、おそろしいですw

他の方も、正解されているので、検索力高すぎです。","2022-01-31 06:47 +0000","56.0","2.0","0.03571428571428571","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1488018146632282114","https://twitter.com/hijichomoku/status/1488018146632282114","長目クイズ

長目は京都市動物園のZOO〜っとサポーターになりましたが、そのプレートはどの動物の場所におかれているでしょうか？","2022-01-31 05:15 +0000","479.0","40.0","0.08350730688935282","2.0","2.0","2.0","2.0","0.0","0.0","26.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1487982811826909188","https://twitter.com/hijichomoku/status/1487982811826909188","子供の頃から通っていた京都市動物園が財政難ということから、餌代サポーターになりました。

長目が京都市動物園のZOO~っとサポーターになりました。 | 合同会社 長目 https://t.co/Vo7IxxDWCO","2022-01-31 02:55 +0000","367.0","19.0","0.051771117166212535","2.0","0.0","2.0","1.0","7.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1486606274347532291","https://twitter.com/hijichomoku/status/1486606274347532291","正解は彦根城でした！！！

最近余呉で雪を見るついでに、小学生のころぶりに上ってみました。大学生のころ以来の彦根は変わったような、変わらなかったようなという感じでした。 https://t.co/nQk47q0Ljk","2022-01-27 07:45 +0000","241.0","4.0","0.016597510373443983","0.0","0.0","1.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1485809705289400333","https://twitter.com/hijichomoku/status/1485809705289400333","結構票が分かれてます。一日三回散歩される方に、偶然お会いした写真を掲載してみます。 https://t.co/nQk47q0Ljk https://t.co/JpqBxI4IlS","2022-01-25 03:00 +0000","250.0","12.0","0.048","2.0","0.0","3.0","0.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1485090078028222465","https://twitter.com/hijichomoku/status/1485090078028222465","先の画像は何城でしょう？","2022-01-23 03:20 +0000","524.0","19.0","0.03625954198473282","2.0","0.0","1.0","1.0","0.0","0.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1485089752160235526","https://twitter.com/hijichomoku/status/1485089752160235526","長目クイズです。

画像のお城は何城でしょう？次のツィートの投票でお答えください！！ https://t.co/qjLR1QIDbM","2022-01-23 03:19 +0000","190.0","8.0","0.042105263157894736","1.0","1.0","1.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1484429304662351874","https://twitter.com/hijichomoku/status/1484429304662351874","GDPクイズ、1問目の日本の1人当たりGDPの低下ぶり残念な感じでしたが、2問目の国別GDPは3位と高い水準を維持していました。

高齢化の影響で効率が落ちている一方、技術的な出遅れが大きい分、キャッチアップ効果は大きいでしょう。

正解はリンク先をご参照ください！  https://t.co/PC7FDZ8a4C","2022-01-21 07:35 +0000","93.0","5.0","0.053763440860215055","1.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1483940857816690689","https://twitter.com/hijichomoku/status/1483940857816690689","あと4時間です！ https://t.co/W0bQZc9s73","2022-01-19 23:14 +0000","45.0","1.0","0.022222222222222223","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1483634485476610051","https://twitter.com/hijichomoku/status/1483634485476610051","GDPクイズ第2弾
1人当たりGDPでランキングが落ちていた日本、2020年の国別のGDPランキングは何位だったでしょうか？

締め切りは明日の正午です！","2022-01-19 02:56 +0000","93.0","8.0","0.08602150537634409","1.0","1.0","0.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1482914442153426945","https://twitter.com/hijichomoku/status/1482914442153426945","長目の年賀状NFTにお申込みいただきありがとうございました！おかげさまで全て配布できました！

あと、確認方法が分からないというご意見をいただきましたので、openseaにおける確認方法も記事にしました。

詳細は下記ブログをご参照ください！
https://t.co/7ksFrhMfwd","2022-01-17 03:15 +0000","459.0","13.0","0.02832244008714597","1.0","0.0","0.0","2.0","3.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1481794985817415685","https://twitter.com/hijichomoku/status/1481794985817415685","@malo21st @OgawaHideyuki ありがとうございます！ひと工夫でより興味深くなりますね！","2022-01-14 01:07 +0000","92.0","3.0","0.03260869565217391","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
